Date,Time,Post,Lane,Type,Views,Likes,Replies,Reposts,Quotes,Total Engagement,Eng Rate %,Permalink,Post ID
2026-02-27,21:15,"2 reasons why you will succeed:

1. God can’t lose. 
2. So if he’s on your side, you can’t lose.",,TEXT_POST,586,69,25,2,0,96,16.38,https://www.threads.com/@joeyhung_/post/DVRq13wgEeJ,17875820934515819
2026-02-27,20:33,The biggest thing hell is afraid of is a man that’s fully surrendered and locked in with God.,,TEXT_POST,647,43,5,4,0,52,8.04,https://www.threads.com/@joeyhung_/post/DVRmDnViC7m,17960266905026362
2026-02-26,19:00,"Not every attack is a sign you messed up, sometimes God allows it because he’s preparing to promote you. 

The enemy is a training ground to strengthen you before acceleration.",,TEXT_POST,307,33,13,3,0,49,15.96,https://www.threads.com/@joeyhung_/post/DVO2pvmE0bX,17883950733458645
2026-02-25,20:00,"The Lord will not send you until he forms you. 

So don’t chase your purpose, chase Jesus first.",,TEXT_POST,778,80,27,4,0,111,14.27,https://www.threads.com/@joeyhung_/post/DVMYognCBeR,18093829535050487
2026-02-25,19:00,Without faith it’s impossible to please God. Heb 11.6,,TEXT_POST,161,25,7,1,0,33,20.5,https://www.threads.com/@joeyhung_/post/DVMRx3SjP_y,17955536550074723
2026-02-25,07:46,Who told you to worry?,,TEXT_POST,275,14,4,0,0,18,6.55,https://www.threads.com/@joeyhung_/post/DVLEq-qCD0U,17942816931131494
2026-02-24,20:00,"If you wanna test your faith in God, go into entrepreneurship. It's a wild ride.",,TEXT_POST,1151,76,18,4,1,99,8.6,https://www.threads.com/@joeyhung_/post/DVJz1gNiAFJ,18561090280010826
2026-02-24,19:00,"God doesn't provide for your plans.

He provides for HIS plans so that you will successfully fulfill it for him.",,TEXT_POST,444,33,4,0,0,37,8.33,https://www.threads.com/@joeyhung_/post/DVJs9fPk6ph,17907998187183178
2026-02-23,20:50,"What happens when the Hand of God is upon you:

- You move with ease

- Great & mighty things become possible

- Everything begins to work for your good

- Everything you do increases & multiplies",,TEXT_POST,349,49,25,4,0,78,22.35,https://www.threads.com/@joeyhung_/post/DVHU0VMkXiO,18352384021224912
2026-02-23,19:48,"The Lord’s been showing me there are times when it’s right to grieve, to feel our pain. But there are also times when that’s not the right response. In Josh 7:10, God tells them to “Stand up!” It’s time to take action. It reminds me of Matt 11:12 The Kingdom of Heaven suffers violence and the violent take it by force. If Satan is coming for you, it’s not time to feel sorry for yourself but to arise and war!",,TEXT_POST,114,12,0,0,0,12,10.53,https://www.threads.com/@joeyhung_/post/DVHNxJ8CMBo,18108614638692027
2026-02-22,20:15,"Recently I’ve been helping out a few brothers and sisters at church going through various things. And despite the variety of things they’re dealing with, I’m noticing a pattern and that is how the solution I’ve advised has nearly always been the same:",,TEXT_POST,1553,32,28,4,2,66,4.25,https://www.threads.com/@joeyhung_/post/DVEsAz5CHau,18112559287630254
2026-02-22,19:00,"“Behold, I am the LORD, the God of all flesh; is anything too difficult for Me?” 
Jeremiah 32:27",,TEXT_POST,97,14,6,0,0,20,20.62,https://www.threads.com/@joeyhung_/post/DVEjao4jwKE,17998557377904828
2026-02-21,20:00,"Wherever you’ve experienced the greatest level of spiritual warfare, pain, delay, failure, discouragement… is an area God wants to use you powerfully in. 

For Satan only comes to steal, kill and destroy what threatens him

And there’s nothing more threatening than a believer walking in the fullness of their potential.",,TEXT_POST,367,33,11,5,1,50,13.62,https://www.threads.com/@joeyhung_/post/DVCFhNNCeLx,18359535562201151
2026-02-21,19:18,"“How precious to me are your thoughts, God! 
How vast is the sum of them! 
Were I to count them, 
they would outnumber the grains of sand
when I awake, I am still with you.”
‭‭Psalms‬ ‭139‬:‭17‬-‭18‬",,TEXT_POST,82,10,1,0,0,11,13.41,https://www.threads.com/@joeyhung_/post/DVCArioCDX_,18072842630157452
2026-02-20,21:00,"This isn’t for everyone, but someone’s going through something important right now - and the outcome is critical for your future. You feel you’re too late, that you missed the train and you even beat yourself up that you should’ve moved sooner.

But I sense the Lord pouring out grace. You will not be late. You are not late. You are on time. Do not be anxious. 

For my grace is sufficient - to cover and recover even time itself.",,TEXT_POST,601,27,5,3,0,35,5.82,https://www.threads.com/@joeyhung_/post/DU_nkL3iA5m,18122586943576306
2026-02-20,20:00,"The weight of the world is heavy

But praise the Lord we have one whose burden is light and his yoke is easy.",,TEXT_POST,200,18,7,1,0,26,13.0,https://www.threads.com/@joeyhung_/post/DU_gse8iB-s,18588471241016369
2026-02-19,20:00,"Curiosity helped me grow spiritually more than anything else I did.

Literally just be interested in learning about God, about the Kingdom, about the spirit realm, about the gifts of the Holy Spirit, about the Bible. There’s so much we don’t know.

When you’re curious, you develop passion and you’ll naturally stop wasting time doom scrolling and watching TV. 

This is how to spend 2, 3, 4+ hours a day with the Lord and not get bored.",,TEXT_POST,552,46,9,6,0,61,11.05,https://www.threads.com/@joeyhung_/post/DU873PxExbi,18054357542457777
2026-02-19,18:59,Lower attachment to the things of this world is the secret to a deeper relationship with the Father.,,TEXT_POST,295,23,3,1,0,27,9.15,https://www.threads.com/@joeyhung_/post/DU80-qgj2IL,18085137455232534
2026-02-18,19:35,"You gotta be careful during wilderness seasons. 

Complaining delays your breakthrough. 

Disobedience disqualifies. 

But when you pair up Faith + Obedience, you build the foundations that sustain the overflow God is waiting to pour out.",,TEXT_POST,391,42,18,1,0,61,15.6,https://www.threads.com/@joeyhung_/post/DU6USKXCMpV,18115929448615584
2026-02-17,19:59,"In Deut 29 we see the Lord renew his covenant with the Israelites before they enter the promised land. This was super important because God wanted to remind them he’s their God, so they remember who delivered, provided & protected them over 40 years in the wilderness. And when they possess everything they’ve been waiting for, they won’t forget Him.",,TEXT_POST,400,21,9,2,0,32,8.0,https://www.threads.com/@joeyhung_/post/DU3yQg-jU0H,18554685361028761
2026-02-17,19:00,"I rejected the Lord so hard it took me almost losing my life to come to him. 

That season was the most painful in every way. But I don’t regret a single thing.

My wish is that no one would need to go through that, but sometimes that’s the way God works - and if you’re as stubborn as I was, maybe pushing you to your edge is necessary to birth the fullness of God’s plan on your life.",,TEXT_POST,531,33,11,1,0,45,8.47,https://www.threads.com/@joeyhung_/post/DU3re7XkpW1,17965999254000973
2026-02-16,20:35,"The more you’re in His presence, the less the world will affect you.",,TEXT_POST,354177,167,24,23,7,221,0.06,https://www.threads.com/@joeyhung_/post/DU1ReNliM2f,18204733117325392
2026-02-16,19:00,"True knowledge is not what you know about God, it’s how deeply you know Him.",,TEXT_POST,442,36,18,2,0,56,12.67,https://www.threads.com/@joeyhung_/post/DU1Gny7gswb,18081584267260257
2026-02-15,21:00,"Whatever you do, don’t quit on God!

Everything can change in one moment.

He’s done it before. He’ll do it again.",,TEXT_POST,588,54,23,2,0,79,13.44,https://www.threads.com/@joeyhung_/post/DUyvkI0ETHS,18083553305226133
2026-02-15,20:00,"How to build intimacy with God:

1. Set your heart to pursue him above everything

2. Spend a lot of time together 

3. Get naked, vulnerable, break down your walls",,TEXT_POST,1087,81,7,8,2,98,9.02,https://www.threads.com/@joeyhung_/post/DUyovrJCsIV,18165213151406504
2026-02-15,19:00,"You can tell when someone truly loves God because of how they think, make decisions and move. 

They go from chasing their own desires to living a life that glorifies God in all they do.",,TEXT_POST,3627,89,8,9,4,110,3.03,https://www.threads.com/@joeyhung_/post/DUyh4OLDZ-P,18119525245599904
2026-02-14,20:00,"If God is showing you something, it’s not for you to gossip, but because he wants to redeem. 

Intercede before you start talking about it.",,TEXT_POST,606,57,7,3,0,67,11.06,https://www.threads.com/@joeyhung_/post/DUwD9hpChxa,18018559043641942
2026-02-14,19:00,"""But if you refuse to forgive others, 
your Father will not forgive your sins."" 
Matthew 6:15",,TEXT_POST,211,15,7,0,0,22,10.43,https://www.threads.com/@joeyhung_/post/DUv9A6ckqmW,17943071565116525
2026-02-13,20:00,The problem of today is that Christian’s are better at seeing what’s wrong more than what God wants to make right,,TEXT_POST,236,11,1,0,0,12,5.08,https://www.threads.com/@joeyhung_/post/DUtfHMQgPOh,17912643996314314
2026-02-13,19:00,"Before you can go UP in the kingdom, you need to go DOWN. 

Promotion doesn’t go to the most gifted, but the one who lays down everything at the feet of the King. 

That’s the key.",,TEXT_POST,172,10,4,0,0,14,8.14,https://www.threads.com/@joeyhung_/post/DUtYUKiDpG_,18098834083904105
2026-02-12,21:00,"The enemy is after your sight right now. When you look at and read horrific, traumatic content it rewires your mind. You start looking at everything through a lens of fear and anger, instead of love and joy. You will destroy instead of build. Guard your eyes. Don’t let the devil corrupt your spiritual eyes, pull you away from God and use it to build his kingdom.",,TEXT_POST,519,43,11,6,2,62,11.95,https://www.threads.com/@joeyhung_/post/DUrBM0XDwbh,18158130517421742
2026-02-12,20:00,"Wow this blew up. Praise God for so many serious believers on Threads 🙌🏻

During worship last Sunday, I felt the thick, heavy presence of God in the room & I kept seeing “rededication”. This is a season of getting your house in order and realigning back to Jesus. This is the plan:",,IMAGE,2550,244,16,13,1,274,10.75,https://www.threads.com/@joeyhung_/post/DUq6XGCDEuI,18096652808508930
2026-02-11,21:00,Good stewardship of today unlocks great favour for tomorrow.,,TEXT_POST,225,11,1,0,0,12,5.33,https://www.threads.com/@joeyhung_/post/DUocda2ih3V,18058636196359015
2026-02-11,20:00,"When making business decisions, I’ve always used the thinking model “I’m 100% in or 100% out”. 

The in-between is where you get killed by indecision, doubt and lack of drive needed for success.

The same is true for following God. 

Anything less than 100% commitment to God is where most struggles happen.

Don’t get stuck in lukewarmness.",,TEXT_POST,140,11,1,0,0,12,8.57,https://www.threads.com/@joeyhung_/post/DUoVjY2iIBq,17982677585794573
2026-02-10,20:20,"I hate to break it to you, but prioritising time with God, studying the word, taking captive negative thoughts, killing sin and walking the narrow path will make your intimacy with God and every part of your life better than anything else.",,TEXT_POST,19233,2087,48,190,12,2337,12.15,https://www.threads.com/@joeyhung_/post/DUlzEmSCI1j,18101634106889290
2026-02-10,19:00,"When you realise your home isn’t here, you stop worrying so much about your problems. 

This life is not all there is. Most of what happens today doesn’t matter and will not matter in a years time. 

One day we’ll go back to heaven - and nothing we have will come with us. Focus on what’s eternal, not temporary and you’ll stress less.",,TEXT_POST,206,26,5,1,0,32,15.53,https://www.threads.com/@joeyhung_/post/DUlp1rdgTPe,18136253590498054
2026-02-09,19:52,"You will keep struggling with sin until you understand this:

Before a sacrifice is offered, it must be killed.

Because only dead things are acceptable sacrifices.

You are the sacrifice and your flesh must die before it can be placed on the altar. 

Until you do this, sin will rule.",,TEXT_POST,661,42,14,4,3,63,9.53,https://www.threads.com/@joeyhung_/post/DUjK_ycCAx4,18066842162244537
2026-02-08,21:00,"Spiritual maturity is seeking God in every moment, not just the lows.",,TEXT_POST,596,43,14,2,2,61,10.23,https://www.threads.com/@joeyhung_/post/DUgt-b3jCmo,18104562574835459
2026-02-08,20:00,"All the Gifts of the Holy Spirit operate through love.

The more you connect with the Lord, the more love you have, the more gifts you will move in.

“When he [Jesus] went ashore he saw a great crowd, and he had COMPASSION on them and healed their sick.” Matt 14:14",,TEXT_POST,242,26,11,2,1,40,16.53,https://www.threads.com/@joeyhung_/post/DUgnLn8jo0G,17990661812922943
2026-02-08,19:14,"One of the biggest blockers of revelation is a jacked up nervous system.

If you want to hear God clearer: slow down, start resting more.",,TEXT_POST,714,52,9,6,1,68,9.52,https://www.threads.com/@joeyhung_/post/DUgh6vQiDNT,17960932760899855
2026-02-07,21:00,"There are days I turn up to church and feel nothing. 

And there are days when I’m completely wrecked in his presence, see visions and hear him clearly. 

I used to wonder why and how could I get into his presence more. Rev 1:10 is that answer:

“I was in the Spirit on the Lord's day [Sunday] and I heard behind me a loud voice like a trumpet” 

When you’re deep in the spirit, not your head, you’ll see, hear, feel louder.",,TEXT_POST,262,22,3,2,0,27,10.31,https://www.threads.com/@joeyhung_/post/DUeJOZnjBf2,17974876643830356
2026-02-07,20:00,"God’s instructions aren’t to be messed with. 

Moses disobeyed one command at Meribah and forfeited the promised land. 

When God speaks clearly, he expects fast obedience. 

The reason he speaks to you in coded dreams, symbols and strange words is to protect you. 

To give you time to learn his voice, obedience and develop character without facing the consequences for screwing up.",,TEXT_POST,179,17,5,0,0,22,12.29,https://www.threads.com/@joeyhung_/post/DUeCXOUEx0W,18376489480085079
2026-02-07,19:00,"The secret place is where men are formed, prepared and sent out from. 

Everything you do must be from an overflow of this or the world will grind you down.",,TEXT_POST,239,19,5,1,0,25,10.46,https://www.threads.com/@joeyhung_/post/DUd7fA0ku92,18386950567156551
2026-02-06,21:00,"The folks in Jesus’ hometown couldn’t see past Jesus the carpenter’s son and so they never experienced him as Jesus the son of God. 

This is why it’s so important to continually expand our understanding of God. 

We don’t want to miss anything he has for us just because we were thinking too small.",,TEXT_POST,167,18,6,1,0,25,14.97,https://www.threads.com/@joeyhung_/post/DUbkZELD2ml,17967827432861154
2026-02-06,20:00,"Over Dec & Jan the Lord kept talking to me about building in 2026. Building on the foundation that’s Jesus. Word after word, vision after vision. 

What I didn’t realise is that before something can be built, it must be broken down. And in the last few weeks we’ve seen that happen. 

Systems and structures built by man are shaking and breaking.

Now we must rebuild - but this time build pure, holy, with Jesus as the center. This is the challenge of our time",,TEXT_POST,147,16,5,0,0,21,14.29,https://www.threads.com/@joeyhung_/post/DUbdig8iIbD,18441102067128706
2026-02-06,19:00,"Demons want your voice because it carries the power to create death - something they can’t do. 

All they need to do is get in your mind and it’s game over. 

That’s why it’s critical to be renewed with the mind of Christ in this hour or they’ll play you like a fiddle.",,TEXT_POST,256,23,5,3,0,31,12.11,https://www.threads.com/@joeyhung_/post/DUbWrwik4ub,18051759299478343
2026-02-05,21:00,"I believe we’re about to see a new generation of Christian Entrepreneurs rising who not only understand how to dominate the marketplace and wield influence.

But also know how to sit at the feet of Jesus, ministering in his presence. 

To build the Kingdom. 
And war in the spirit. 

The Royal Priesthood.",,TEXT_POST,3106,227,42,25,4,298,9.59,https://www.threads.com/@joeyhung_/post/DUY_pAXiCSk,17931270051189580
2026-02-05,20:00,"There’s a spiritual war going on & Christian’s are losing. Not because our God is weak, but because we lack spiritual knowledge. Here’s why:",,TEXT_POST,2107,61,28,9,1,99,4.7,https://www.threads.com/@joeyhung_/post/DUY4z5riCO3,17866449423477391
2026-02-04,21:00,"You are divinely appointed for a time such as this.

In God’s infinite wisdom, he decided now is when you are needed. Your gifts, your talents, your quirks. All that you are will work together to create the impact & influence in those he’s called you to.

Do not be afraid.

Do not let others discourage you. 

Do not doubt your worth. 

You are called. You are chosen. Be the salt and the light. The Lord is with you.",,TEXT_POST,713,68,52,4,1,125,17.53,https://www.threads.com/@joeyhung_/post/DUWaziTgPnO,18079206644366129
2026-02-04,19:59,God cares more about fixing your heart than fixing your problems.,,TEXT_POST,597,52,17,3,0,72,12.06,https://www.threads.com/@joeyhung_/post/DUWT7JtE49u,18088375109113316
2026-02-04,19:00,"When God calls you, he refines you.

In the fire. 

To make you worthy to carry the weight of your assignment. 

Don’t give up before the work is done.",,TEXT_POST,323,33,4,0,0,37,11.46,https://www.threads.com/@joeyhung_/post/DUWNFUTAH3C,18558163366045063
2026-02-03,21:00,"The key to effectively walking out your purpose, obeying the word, no longer wrestling with sin, loving others and patiently enduring suffering is this:

More Holy Spirit.",,TEXT_POST,549,32,7,3,0,42,7.65,https://www.threads.com/@joeyhung_/post/DUT2F55jEvH,18019515878805072
2026-02-03,20:00,"My wife and I spent a year preparing to leave the UK. Much of it was spent asking the Lord if this was the right thing to do. I remember meeting with my pastor for 2 hours and one thing he said helped tremendously in making that decision. He said: 

Don’t go because you WANT to go. Go because you MUST go. You’ll know in your heart that you MUST do it. Is God burning inside you? Does the vision consume you? This is when breakthrough happens.",,TEXT_POST,3630,115,27,5,1,148,4.08,https://www.threads.com/@joeyhung_/post/DUTvPZKAmDu,17955669887917701
2026-02-03,19:00,"Your choices matter so much more than you might think. Every sin is a choice. Every praise given when your circumstances look hopeless is a choice. A life of good, wise choices will lead to an abundant life drenched in favour. Heaven is looking at how you make choices and rewards those who remain faithful.",,TEXT_POST,171,10,4,0,0,14,8.19,https://www.threads.com/@joeyhung_/post/DUToWMhgA2U,18343250365233112
2026-02-02,20:00,"With everything going on, don’t forget that God is in control. There’s a reason for everything and God allows seasons of shaking, sifting and separating in order that his will be executed. He is exposing the plans of the enemy so deception cannot hide and the body of Christ will be able to rightly discern what we’re dealing with - and rise up. We are on track. Don’t lose hope.",,TEXT_POST,306,21,8,3,0,32,10.46,https://www.threads.com/@joeyhung_/post/DURKaoSii0b,18390224968198582
2026-02-02,19:00,"When a believer steps into their true position in the royal priesthood, they go from striving and struggling… to ruling and reigning.",,TEXT_POST,316,21,5,2,0,28,8.86,https://www.threads.com/@joeyhung_/post/DURDh0qilcy,18306640636287251
2026-02-01,21:00,"Last year I was praying deep in the spirit, opened my heart & spoke words I’d never spoken before, that my spirit would fully integrate with Holy Spirit & be one with him. As the words left my mouth I felt fire fall down, saturating my body. Felt like I was being consumed by holy fire. I was sitting on the couch & had to shuffle across to lie down, intense waves burning through me, ugly crying from the incredible power of his love. I received words that day and have never been the same again.",,TEXT_POST,2414,148,36,1,0,185,7.66,https://www.threads.com/@joeyhung_/post/DUOsd7bin6P,17952968708938301
2026-02-01,20:00,"In Exodus, God instructed the Israelites to build an altar. This altar had to be tended to by a priest at all times.

They were a meeting point between God and Man. 

Today, our bodies are the temple and the altar is within us. But many have forgotten their role as priests and the need to minister to their altars. 

This is one of the reasons why you feel far from God. Before we can host the presence of God, we need to step into our role as priests.",,TEXT_POST,287,18,8,3,1,30,10.45,https://www.threads.com/@joeyhung_/post/DUOllaUDCVs,18070569872155445
2026-02-01,19:00,You will always feel lost in this world unless your identity comes from Jesus.,,TEXT_POST,827,56,17,6,0,79,9.55,https://www.threads.com/@joeyhung_/post/DUOex5KDp7r,17978909102801670
2026-01-31,21:02,"What you think reveals what’s in your heart. 

And that determines the quality of your life. 

That’s why you wanna fill your heart with God’s truth 

And think about what you think about so you can stop prophesying death, delay and bondage

Do both of these things and you’ll see how your life completely changes.",,TEXT_POST,140,6,2,2,0,10,7.14,https://www.threads.com/@joeyhung_/post/DUMH4R5COJV,17878354575467676
2026-01-30,21:00,"The more I know Jesus the more I realise this:

If your heart isn’t right, your worship isn’t right.

I did all the spiritual practices, looked like a good Christian 

Yet I still struggled to connect with God

It wasn’t until my heart truly desired him that his presence fully opened up",,TEXT_POST,506,41,11,2,0,54,10.67,https://www.threads.com/@joeyhung_/post/DUJi4y5jgqi,18090805616001297
2026-01-30,19:59,"Kill these 5 things if you want breakthrough in 2026:

1. Unbelief 

2. Self-doubt 

3. Complaining

4. Disobedience

5. Prayerlessness",,TEXT_POST,264,24,11,2,0,37,14.02,https://www.threads.com/@joeyhung_/post/DUJb83XCbl2,17943822816105110
2026-01-30,19:00,"“I guide you in the way of wisdom 
and lead you along straight paths. 
When you walk your steps will not be hampered. 
When you run you will not stumble.”
Proverbs 4:11",,TEXT_POST,211,11,3,1,0,15,7.11,https://www.threads.com/@joeyhung_/post/DUJVHjCAiSb,17978378996807968
2026-01-29,21:00,"Grace is a gift that gives us time to repent, not a free pass to sin again.",,TEXT_POST,382,20,6,2,0,28,7.33,https://www.threads.com/@joeyhung_/post/DUG-DJcjSqm,18094373431948590
2026-01-29,20:00,"When you start spiralling, take an audit of your thoughts. If they sound like:

“I’m not good enough”
“I’ll never be anything”
“Maybe I should give up”
“No one cares about me”

They’re not just bad thoughts, you’re being targeted. 

Silence lies from the enemy and proclaim truth over yourself.",,TEXT_POST,132,7,4,0,0,11,8.33,https://www.threads.com/@joeyhung_/post/DUG3MxeETfe,18087840064894955
2026-01-29,19:00,"Demonic strongholds aren’t mystical, unseen forces - they’re ingrained thoughts, beliefs and arguments hiding in your mind. 

When you understand this, they become easier to break.",,TEXT_POST,199,10,4,2,1,17,8.54,https://www.threads.com/@joeyhung_/post/DUGwZnJE3ho,17935192974014719
2026-01-28,21:00,"Every season of pain & suffering is an opportunity to negotiate for your destiny. 

The enemy will enlarge your emotional pain & suppress your spirit so you can’t see what God’s doing.

His goal? Entice you with the easy way out. To choose instant relief over pressure-cooked revelation that births authority.",,TEXT_POST,228,12,4,1,1,18,7.89,https://www.threads.com/@joeyhung_/post/DUEZVFoAdjF,17920672593088304
2026-01-28,20:00,"“He thwarts the plans of the crafty, so that their hands achieve no success. 

He frustrates the plans of schemers so the work of their hands will not succeed.” 

Job 5:12",,TEXT_POST,114,6,3,0,0,9,7.89,https://www.threads.com/@joeyhung_/post/DUESYswgOQz,18056849216370365
2026-01-28,19:00,"If God has called you, no man can stop it. 

Stop waiting for permission. Take the first step.",,TEXT_POST,310,16,5,0,0,21,6.77,https://www.threads.com/@joeyhung_/post/DUELln-CMCt,18215437066313798
2026-01-27,21:00,"When you understand you are royalty representing the Kingdom of God, it shapes everything about you.

→ How you dress
→ How you speak
→ How you show up
→ How you think

There are just some things you can’t do anymore as someone seated in heavenly places.",,TEXT_POST,227,21,8,3,0,32,14.1,https://www.threads.com/@joeyhung_/post/DUB0ibOjr-f,18064335884278938
2026-01-27,20:00,"The key to growing in intimacy, power in the Lord and overflowing in oil is found in deeper surrender.",,TEXT_POST,337,17,3,0,0,20,5.93,https://www.threads.com/@joeyhung_/post/DUBtrMqDniC,18011205317665805
2026-01-27,19:00,"“So Joshua said to the Israelites: “How long will you wait before you begin to take possession of the land that the Lord, the God of your ancestors, has given you?” Joshua‬ ‭18‬:‭3‬ ‭NIV‬‬

It’s time to go! 🚀",,TEXT_POST,216,15,5,1,0,21,9.72,https://www.threads.com/@joeyhung_/post/DUBmxwdEiVP,17988687659922290
2026-01-26,20:59,"The better you get at accepting the way things are and trusting God, the faster your life will move on and the sooner you’ll see God turn everything around.

We get stuck when we struggle to accept reality and this saps our energy. 

Sometimes there’s just nothing you can do. And the best course of action is surrender what was so you can step into what will be.",,TEXT_POST,167,14,1,0,0,15,8.98,https://www.threads.com/@joeyhung_/post/DT_Po4Pk9pD,18012290804659135
2026-01-26,20:00,There’s a higher level of divine revelation that will not be released to you until start fasting. Kill the flesh. A bit of discomfort is worth discovering what God has in store for you.,,TEXT_POST,455,30,4,3,0,37,8.13,https://www.threads.com/@joeyhung_/post/DT_I3TiDaWs,18328828480171305
2026-01-26,19:00,"Every one of my biggest seasons of change and promotion came after deep study. 

You can skip years of toil and delay by knowing what knowledge to pursue and finding a way to acquire it. 

This is true for your career, entrepreneurship, growing in God, relationships and more. 

Knowledge unlocks the door to your next season.",,TEXT_POST,120,6,2,0,0,8,6.67,https://www.threads.com/@joeyhung_/post/DT_B8eCgp2-,18028083512600926
2026-01-25,21:20,"One of the ways God tests the purity & posture of our hearts is through choice. 

When we consistently make choices that align with his will, we begin to see the glory of God overflow in every area of life.",,TEXT_POST,307,27,3,3,0,33,10.75,https://www.threads.com/@joeyhung_/post/DT8tNB0CBhv,17902219818202130
2026-01-25,20:00,Surrender and obedience is the greatest proof of one who loves Jesus.,,TEXT_POST,344,23,3,2,0,28,8.14,https://www.threads.com/@joeyhung_/post/DT8j_t6jqfE,17955058709915371
2026-01-25,19:00,"Your greatest promotion in the kingdom requires your greatest sacrifice: killing off self-reliance.

Most believers never make it past here.",,TEXT_POST,235,16,5,2,0,23,9.79,https://www.threads.com/@joeyhung_/post/DT8dHqfExzc,18104040652818479
2026-01-24,21:00,"Deliverance sweeps the house clean.

Obedience fills the house with truth.

Both are critical to walking in freedom & power.",,TEXT_POST,580,43,4,9,0,56,9.66,https://www.threads.com/@joeyhung_/post/DT6GKbSEg8u,17940558504116642
2026-01-24,20:00,"Correct heart posture is so important to connecting with God, especially during worship. 

When our thoughts are filled with our lack, worries, fears, doubts

We’re not worshipping God, we’re worshipping idols - and God does not compete.

But when our thoughts give him praise, honour, adoration - his presence flows",,TEXT_POST,188,12,3,2,0,17,9.04,https://www.threads.com/@joeyhung_/post/DT5_MDhjHVv,18119397460504392
2026-01-24,19:00,Sometimes I wonder how many burning bush moments I missed because I was too busy or distracted to stop.,,TEXT_POST,194,7,5,0,0,12,6.19,https://www.threads.com/@joeyhung_/post/DT54bAWAk5H,18250606597295884
2026-01-23,21:00,"Identity found in your work limits future potential.

Identity found in your sonship opens up future potential.",,TEXT_POST,120,4,3,0,0,7,5.83,https://www.threads.com/@joeyhung_/post/DT3hUclidvM,18077785721527314
2026-01-23,20:00,"Triggers aren’t just emotional responses, they expose where the enemy's attacking.

Don’t ignore them, God is showing you where he wants to bring restoration and freedom.",,TEXT_POST,268,16,5,3,0,24,8.96,https://www.threads.com/@joeyhung_/post/DT3acXIiRTq,17862798726568636
2026-01-23,19:00,“Call to me and I will answer you and tell you great and unsearchable things you do not know” Jeremiah 33:3,,TEXT_POST,124,9,9,1,0,19,15.32,https://www.threads.com/@joeyhung_/post/DT3TkVPgJHM,18085547357135193
2026-01-22,21:00,"How to win in 2026:

1. Spent time with God

2. Do what he says

3. Don’t give up",,TEXT_POST,1589,156,37,9,0,202,12.71,https://www.threads.com/@joeyhung_/post/DT08e1vCB4S,17870282772433117
2026-01-22,20:00,"When the Bible says Adam “knew” Eve, they conceived. The word knew is sometimes translated as sexual relations. But what it really means is “to perceive/know by experience”. Adam didn’t just do the deed with Eve, he perceived her inner being, past her nakedness. This intimacy is reserved for those special to us. Until we’re able to get naked in front of God, to know him, to perceive him - and he perceive into us - can we enter into true intimacy where our destinies and our callings are birthed.",,TEXT_POST,113,14,1,0,0,15,13.27,https://www.threads.com/@joeyhung_/post/DT01sz1AXbr,18075797447346094
2026-01-22,19:12,I’ve been thinking a lot about choices recently and how important they are to walking out God’s plan. We’ve all been given free will and how we choose to use it determines what kind of life we live. Is it one that glories God or one that gratifies our flesh. This is why the Proverbs says to seek wisdom. We can’t make good decisions without it.,,TEXT_POST,114,9,2,0,0,11,9.65,https://www.threads.com/@joeyhung_/post/DT0wI39CNFR,17906337762338424
2026-01-21,21:00,"I used to pray checklist prayers. God I need this, I need that. They were fine but I didn’t realise there was a deeper dimension of God I couldn’t access.

There’s a realm we enter into in prayer where the Spirit of God descends like a thick heavy cloud. 

I’ve experienced this many times but only when I’m intentionally pouring myself out before him. It’s like my spirit is praying, not my mind. Words I’ve never spoken before have come out. You’re never the same after these moments.",,TEXT_POST,353,31,6,5,0,42,11.9,https://www.threads.com/@joeyhung_/post/DTyXun8AQNX,17870155794532391
2026-01-21,20:00,"You gotta be careful with your words. They can bring life to your soul or put you into bondage.

One example: 

→ When you say “I am ____” you’re taking ownership, enforcing identity & making an agreement.

E.G I am depressed.

Demons work via agreements.

When you agree to the lie, you open doors for further demonic attack.

The more you say it, the stronger your agreements. This is how strongholds are built.",,TEXT_POST,162,17,7,3,0,27,16.67,https://www.threads.com/@joeyhung_/post/DTyQ2GWircN,17995707896908826
2026-01-21,19:00,"When you understand the heart of God, you know what to pray for and how to do it.

You develop a deep longing for the things of God to come to pass.

It stops being about you and your needs, and becomes about him and his will be done.",,TEXT_POST,384,33,4,3,0,40,10.42,https://www.threads.com/@joeyhung_/post/DTyJ9wjj-t1,18065097782641975
2026-01-20,21:00,Some of ya’ll are under demonic torment. Gotta repent and close them doors. It’s the only way to stop it and get your mind clear.,,TEXT_POST,659,37,11,4,1,53,8.04,https://www.threads.com/@joeyhung_/post/DTvy9RzjVgq,18084398183328962
2026-01-20,20:00,More Holy Spirit is the key to walking out everything in the word without having to struggle and fight for it.,,TEXT_POST,188,12,1,2,0,15,7.98,https://www.threads.com/@joeyhung_/post/DTvsAdZj0-Z,18052699445690915
2026-01-20,19:22,Heaven is looking at how you make choices and rewards those who remain faithful.,,TEXT_POST,225,11,1,0,0,12,5.33,https://www.threads.com/@joeyhung_/post/DTvnqdXCCmm,17928984963174695
